CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.0198465,79.2,1.7776,0,0.38885,6.1677,0,8.998308,1.01,238.59,18.382,338.184,13.0593,19.899
0.0390971,51.975,5.3732,0,0.40905,6.14691,31.613,7.244028,6.06,290.07,16.766,392.931,7.2114,22.968
0,51.975,5.3732,0,0.40905,6.25185,46.056,7.244028,6.06,290.07,16.766,392.931,7.676,22.077
0.0433997,51.975,5.3732,0,0.40905,6.49935,23.129,7.244028,6.06,290.07,16.766,368.0028,9.6051,24.552
0.0353702,79.2,4.9995,0,0.41511,6.79239,28.179,5.065533,4.04,242.55,19.392,392.931,3.3633,28.215
0.0796486,79.2,4.9995,0,0.41511,7.07652,27.977,5.065533,4.04,242.55,19.392,392.931,3.5956,36.927
0.0365115,79.2,0,0,0.41511,6.5637,23.634,5.065533,4.04,242.55,19.392,392.931,4.747,27.621
0.0834765,0,14.0592,0,0.44137,6.06573,18.584,5.447673,4.04,286.11,16.16,392.931,8.6658,23.661
0.0828099,0,14.0592,0,0.44137,5.94891,42.723,5.447673,4.04,286.11,16.16,392.931,10.504,21.483
0.1306132,0,14.0592,0,0.44137,6.61122,31.411,5.900796,4.04,286.11,16.16,392.931,6.3327,28.314
0.0542572,0,14.0592,0,0.44137,6.48351,51.51,5.900796,4.04,286.11,16.16,388.9215,7.4639,26.829
0.1424403,0,0,0,0.44137,5.7321,58.58,6.2568,4.04,286.11,16.16,392.931,15.9984,20.097
0.0653066,69.3,2.2624,0,0.404,6.28155,20.301,7.749522,5.05,354.42,14.948,364.5576,5.0197,22.275
0.0561661,69.3,2.2624,0,0.404,6.97059,10.1,7.749522,5.05,354.42,14.948,367.8642,4.7874,28.71
0.0446117,69.3,2.2624,0,0.404,6.80229,47.874,7.749522,5.05,354.42,14.948,386.9514,6.1307,24.552
0.0357237,0,6.1509,0,0.43733,6.5241,40.804,5.436783,7.07,325.71,16.261,391.7925,9.595,21.78
0,33.66,6.1509,0,0.43733,6.43005,18.584,5.436783,7.07,325.71,16.261,379.7739,8.7567,26.136
0.101,0,6.1509,0,0.43733,6.91218,17.877,5.436783,7.07,325.71,16.261,386.5257,4.9086,32.769
0.0557015,32.67,2.2018,0,0.47672,7.16364,41.511,3.98178,7.07,219.78,18.584,389.7432,6.9993,35.739
0.0553379,32.67,0,0,0.47672,6.54984,58.681,3.3363,7.07,219.78,18.584,389.4264,9.0193,28.116
0.0757803,32.67,2.2018,0,0.47672,7.3458,72.619,3.068208,7.07,219.78,18.584,392.931,6.5347,33.066
0.0498132,32.67,2.2018,0,0.47672,6.78051,71.003,3.150873,7.07,219.78,18.584,392.931,7.6053,27.918
0.4979098,0,9.999,0,0.54944,6.56865,83.325,3.284325,4.04,300.96,18.584,392.931,4.5854,22.572
0.352894,0,9.999,0,0.54944,5.91228,77.467,3.071475,4.04,300.96,18.584,392.2776,10.0697,20.097
2.6618348,0,9.999,0,0.54944,4.92327,38.178,2.494206,4.04,300.96,18.584,346.9455,12.7664,15.939
0.7983141,0,9.999,0,0.54944,6.06078,53.328,2.613897,4.04,300.96,18.584,392.931,6.0398,21.879
0.2643069,0,9.999,0,0.54944,5.96277,91.304,2.80566,4.04,300.96,18.584,392.337,11.8372,19.206
0.2720738,0,9.999,0,0.54944,6.20334,83.628,3.230172,4.04,300.96,18.584,389.4561,7.979,21.384
0.372892,0,9.999,0,0.54944,6.50133,88.173,3.566277,4.04,300.96,18.584,391.7331,9.3728,23.562
0.2560956,0,9.999,0,0.54944,5.64795,78.477,3.90555,4.04,300.96,18.584,392.4558,11.615,16.038
0.3214527,0,9.999,0,0.54944,5.85486,0,3.958614,4.04,300.96,18.584,386.793,18.5133,17.622
0.2476722,0,9.999,0,0.54944,5.72418,72.417,3.991383,4.04,300.96,18.584,392.931,16.0994,19.602
0.4060402,0,9.999,0,0.54944,6.31818,67.872,3.497175,4.04,300.96,18.584,391.2579,10.4636,22.869
0.4802247,0,9.999,0,0.54944,6.05187,59.388,3.961881,4.04,300.96,18.584,392.2677,12.8573,20.79
0.169276,0,7.4538,0,0.49793,6.36174,52.823,4.494996,5.05,284.13,19.796,392.931,7.272,23.562
0.1834059,0,7.4538,0,0.49793,6.31224,54.843,4.494996,5.05,284.13,19.796,392.931,6.9387,22.869
0.3546514,0,7.4538,0,0.49793,5.98059,50.399,4.673889,5.05,284.13,19.796,392.931,7.777,20.196
0.2867592,0,7.4538,0,0.49793,5.65092,75.043,4.673889,5.05,284.13,19.796,387.2187,11.8574,18.315
0.3445009,0,7.4538,0,0.49793,6.35085,40.501,4.673889,5.05,284.13,19.796,392.931,6.1812,24.75
0.1937786,0,7.4538,0,0.49793,6.36669,14.847,5.361741,5.05,284.13,19.796,389.7432,5.1308,24.354
0.3065047,0,7.4538,0,0.49793,6.24888,29.189,5.361741,5.05,284.13,19.796,392.931,6.2115,22.77
0.2434403,0,7.4538,0,0.49793,6.02217,44.137,5.361741,5.05,284.13,19.796,392.931,12.9179,21.978
0.0668317,0,3.2724,0,0.4646,5.80932,26.058,5.162454,4.04,425.7,17.069,378.6156,10.0697,19.107
0.0679124,0,3.2724,0,0.4646,6.26967,17.372,5.162454,4.04,425.7,17.069,371.4579,7.4134,22.374
0.0458944,0,3.2724,0,0.4646,6.08256,32.522,5.814864,4.04,425.7,17.069,364.8843,9.1809,19.602
0.0507323,34.65,6.1206,0,0.442279,5.64894,28.684,6.574293,1.01,300.96,17.069,390.0798,12.5543,16.929
0.0350066,0,6.1206,0,0.442279,5.97069,23.533,6.574293,1.01,300.96,17.069,358.6275,7.9083,19.206
0.0513383,0,5.2419,0,0.52015,6.25284,38.481,6.393816,5.05,221.76,20.402,385.8129,5.7368,21.978
0.0377538,0,5.2419,0,0.52015,6.2469,38.885,6.393816,5.05,221.76,20.402,385.506,6.8175,20.493
0.0400061,0,5.2419,0,0.52015,5.97663,34.845,5.925447,5.05,221.76,20.402,392.931,8.0901,20.889
0.0346127,0,5.2419,0,0.52015,5.81031,46.763,5.178789,5.05,221.76,20.402,392.931,9.898,19.305
0.0307141,0,5.2419,0,0.52015,5.83605,60.196,5.55885,5.05,221.76,20.402,390.8619,10.6656,18.315
0.0333906,0,5.2419,0,0.52015,5.99841,37.673,4.764078,5.05,221.76,20.402,392.1786,8.5951,20.394
0.0555197,0,5.2419,0,0.52015,5.92515,45.854,4.764078,5.05,221.76,20.402,392.931,9.8374,18.81
0.0621251,0,5.2419,0,0.52015,5.90832,59.085,4.764078,5.05,221.76,20.402,392.931,9.3829,18.513
0.0131401,34.65,1.5352,0,0.44642,7.16859,49.793,6.967521,1.01,281.16,15.655,390.7926,5.5449,32.373
0.0252298,0,1.9089,0,0.52318,6.4746,60.297,6.204231,1.01,417.78,16.059,386.0604,8.7365,16.335
0.0256843,54.45,3.8178,0,0.48884,6.62904,56.964,5.674779,5.05,366.3,17.776,392.931,7.2518,23.661
0.0307949,54.45,0,0,0.48884,6.80526,28.381,6.400746,5.05,366.3,17.776,384.0903,4.6561,30.888
0.0314413,0,4.4339,0,0.44642,5.95386,48.985,7.933464,3.03,348.48,18.988,381.7836,10.6353,17.325
0.0622362,0,4.4339,0,0.44642,5.83902,52.823,7.933464,3.03,348.48,18.988,360.9639,12.7967,17.028
0.018887,84.15,4.1915,0,0.43329,6.45084,27.977,8.449947,4.04,347.49,18.079,388.5057,6.4236,22.869
0.0151601,79.2,2.0301,0,0.43935,6.56865,29.997,8.26056,4.04,277.2,17.17,387.0306,6.0499,24.255
0.0292799,39.6,1.2625,0,0.43329,6.86961,34.845,8.704179,1.01,331.65,19.897,385.9515,0,26.334
0.0627311,0,1.2625,0,0.43329,6.4251,44.844,8.704179,1.01,331.65,19.897,392.931,0,22.671
0.080295,59.4,1.7069,0,0.41511,6.51321,36.259,10.603197,4.04,406.89,18.483,367.0722,5.5449,23.859
0.0731644,59.4,1.7069,0,0.41511,5.82516,18.685,10.603197,4.04,406.89,18.483,388.4067,7.8679,18.414
0.0172609,89.1,2.0402,0,0.4141,6.66072,36.461,12.005235,5.05,185.13,17.17,380.6154,4.545,29.799
0.0434401,79.2,1.9291,0,0.41713,5.60637,22.119,10.479843,4.04,330.66,22.22,378.972,8.1305,18.018
0.1076559,0,1.9291,0,0.41713,5.87664,0,10.479843,4.04,330.66,22.22,372.2796,5.6257,20.394
9.0727896,0,18.281,0.99,0.7777,6.14988,98.374,2.100978,24.24,659.34,20.402,373.9527,17.776,17.622
3.888197,0,18.281,0.99,0.7777,6.33105,91.91,2.480148,24.24,659.34,20.402,387.4266,13.4027,21.483
5.2537877,0,18.281,0.99,0.7777,6.06573,84.234,2.695473,24.24,659.34,20.402,391.4757,11.5948,22.473
4.3039231,0,0,0,0.7777,6.05088,82.113,2.484009,24.24,659.34,20.402,386.8326,12.7967,22.374
4.5873392,0,18.281,0,0.7777,6.33402,88.88,2.493018,24.24,659.34,20.402,370.8144,7.8679,24.75
3.8752084,0,18.281,0,0.7777,6.18849,92.011,2.272545,24.24,659.34,20.402,347.1435,14.3319,19.701
3.7150022,0,18.281,0,0.7777,5.30838,97.162,2.082564,24.24,659.34,20.402,376.9821,10.2919,20.592
4.2646139,0,18.281,0.99,0.7777,5.74497,89.89,1.885653,24.24,659.34,20.402,349.5096,14.7864,16.632
3.5090228,0,18.281,0.99,0.72518,8.6922,83.729,1.885653,24.24,659.34,20.402,351.0045,5.3429,21.681
4.6014287,0,18.281,0,0.72518,3.52539,88.779,1.597068,24.24,659.34,20.402,351.153,7.1912,27.225
3.7339195,0,18.281,0,0.72518,4.91337,92.314,1.734777,24.24,659.34,20.402,312.8697,14.14,21.681
13.657422,0,18.281,0,0.63731,3.82437,101,1.495494,24.24,659.34,20.402,130.1058,13.4633,22.869
4.9472022,0,18.281,0,0.63731,4.9203,0,1.319175,24.24,659.34,20.402,371.7648,3.2926,49.5
0,0,18.281,0.99,0.63731,6.61617,97.768,1.343133,24.24,659.34,20.402,371.5767,3.7673,49.5
6.6041476,0,18.281,0.99,0.63731,6.94584,98.475,1.190376,24.24,659.34,20.402,388.1295,2.9896,49.5
9.324623,0,18.281,0,0.63731,6.15384,101,1.157409,24.24,659.34,20.402,362.4885,9.6253,49.5
8.3499225,0,18.281,0.99,0.67468,5.81625,90.496,1.118304,24.24,659.34,20.402,344.4012,8.9688,49.5
11.219181,0,18.281,0,0.67468,4.85694,101,1.162458,24.24,659.34,20.402,392.931,35.1177,13.662
18.683182,0,18.281,0,0.67468,4.09662,101,1.12563,24.24,659.34,20.402,392.931,38.3497,13.662
19.805191,0,18.281,0,0.67771,7.23987,98.879,1.303137,24.24,659.34,20.402,392.931,13.5744,14.85
15.44088,0,18.281,0,0.67771,6.58251,94.233,1.331451,24.24,659.34,20.402,359.3898,0,13.761
9.9217249,0,18.281,0,0.67771,6.72606,99.788,1.34442,24.24,659.34,20.402,392.931,21.4524,13.167
23.884682,0,18.281,0,0.67771,6.3162,97.162,1.372239,24.24,659.34,20.402,392.931,23.9269,12.969
18.045367,0,18.281,0,0.67771,6.16077,101,1.372239,24.24,659.34,20.402,389.8026,21.9978,10.098
89.865962,0,18.281,0,0.67771,6.89832,92.819,1.402335,24.24,659.34,20.402,392.931,17.3821,10.296
16.033144,0,18.281,0,0.67771,6.47955,100.091,1.504008,24.24,659.34,20.402,392.931,21.2908,10.791
9.2788902,0,18.281,0,0.707,5.48064,101,1.564596,24.24,659.34,20.402,392.931,23.836,11.187
8.0724048,0,18.281,0,0.707,5.4648,101,1.517769,24.24,659.34,20.402,392.931,0,12.177
20.285749,0,18.281,0,0.707,4.32432,92.112,1.425105,24.24,659.34,20.402,282.9717,30.9363,8.712
16.979918,0,18.281,0,0.707,5.22423,99.081,1.411839,24.24,659.34,20.402,392.931,31.1181,7.128
24.637738,0,18.281,0,0.707,4.60548,101,1.452528,24.24,659.34,20.402,392.931,28.5628,10.395
22.823071,0,18.281,0,0.707,4.95,90.395,1.503216,24.24,659.34,20.402,392.931,32.3099,7.326
14.477037,0,18.281,0,0.707,4.8312,101,1.573605,24.24,659.34,20.402,369.1908,30.9262,10.098
8.2332574,0,18.281,0,0.707,5.3361,99.889,1.710819,24.24,659.34,20.402,392.931,21.0585,11.385
7.0317715,0,18.281,0,0.707,5.65587,97.97,1.907235,24.24,659.34,20.402,390.4857,17.2811,14.949
5.3459805,0,18.281,0,0.707,5.99049,83.325,2.146122,24.24,659.34,20.402,374.5962,18.9476,22.968
11.693679,0,18.281,0,0.707,4.98564,97.97,1.7523,24.24,659.34,20.402,392.931,25.9368,9.603
0,0,18.281,0,0.69993,6.13107,93.526,1.773288,24.24,659.34,20.402,392.931,15.3217,13.662
0,0,18.281,0,0.69993,5.82813,95.647,1.764279,24.24,659.34,20.402,392.931,16.5135,12.573
8.8039175,0,18.281,0,0.69993,6.40629,99.788,1.708443,24.24,659.34,20.402,388.0602,17.2912,12.969
5.9307705,0,18.281,0,0.69993,6.34095,96.96,1.660032,24.24,659.34,20.402,392.931,19.5637,12.375
7.7487402,0,18.281,0,0.69993,5.68953,99.889,1.617066,24.24,659.34,20.402,389.169,20.1192,8.415
38.735318,0,18.281,0,0.69993,5.39847,101,1.474704,24.24,659.34,20.402,392.931,30.8959,4.95
10.0157155,0,18.281,0,0.69993,5.79348,78.578,1.485396,24.24,659.34,20.402,334.7784,30.2697,6.237
25.296561,0,18.281,0,0.69993,5.92713,101,1.572912,24.24,659.34,20.402,392.931,27.0377,5.544
14.378562,0,18.281,0,0.69993,6.27957,101,1.558359,24.24,659.34,20.402,392.931,20.5232,7.128
9.6916671,0,18.281,0,0.69993,6.33996,101,1.62261,24.24,659.34,20.402,372.3489,20.5131,11.979
25.049717,0,18.281,0,0.69993,5.29551,96.96,1.685772,24.24,659.34,20.402,392.931,19.9677,8.217
41.944492,0,18.281,0,0.69993,5.47569,86.254,1.591326,24.24,659.34,20.402,326.1654,27.6538,8.415
68.600008,0,18.281,0,0.69993,5.62617,101,1.411146,24.24,659.34,20.402,381.1203,23.2098,4.95
20.923362,0,0,0,0.66559,4.09662,101,1.166319,24.24,659.34,20.402,366.5178,23.5734,11.781
12.070611,0,18.281,0,0.66559,5.55192,101,1.272348,24.24,659.34,20.402,328.7691,0,27.621
7.4779289,0,18.281,0,0.60297,5.56083,98.879,1.440153,24.24,659.34,20.402,311.4936,26.664,17.028
0,0,18.281,0,0.60297,6.78348,101,1.450845,24.24,659.34,20.402,177.5664,19.9778,27.225
51.647158,0,18.281,0,0.60297,5.69943,101,1.39887,24.24,659.34,20.402,2.574,10.2111,14.85
14.191207,0,18.281,0,0.60297,6.59043,101,1.512225,24.24,659.34,20.402,34.6995,21.4322,17.028
18.99911,0,18.281,0,0.60297,4.58172,101,1.538361,24.24,659.34,20.402,28.5021,34.7137,17.721
28.942358,0,18.281,0,0.60297,5.10345,101,1.573506,24.24,659.34,20.402,208.8603,20.2808,16.137
46.203561,0,18.281,0,0.69993,4.47381,101,1.641618,24.24,659.34,20.402,87.3873,37.3498,6.93
18.265446,0,18.281,0,0.68579,6.36966,101,1.816353,24.24,659.34,20.402,26.9775,29.3405,7.128
10.942542,0,18.281,0,0.68579,6.71418,91.708,1.801305,24.24,659.34,20.402,21.3543,26.0479,7.425
26.200006,0,18.281,0,0.68579,5.25096,89.991,1.631025,24.24,659.34,20.402,126.0864,26.9064,10.296
74.269441,0,18.281,0,0.68579,5.89743,101,1.784574,24.24,659.34,20.402,16.2855,20.8262,8.712
11.930423,0,18.281,0,0.72518,6.75576,77.265,1.77606,24.24,659.34,20.402,47.9655,22.9674,8.316
11.198274,0,18.281,0,0.72518,6.34689,101,1.840311,24.24,659.34,20.402,315.5625,15.1702,16.533
7.0928159,0,18.281,0,0.72518,5.94594,96.253,1.855854,24.24,659.34,20.402,316.7802,15.857,14.058
12.168682,0,18.281,0,0.62014,5.59152,88.476,1.931688,24.24,659.34,20.402,288.6345,14.241,20.592
7.1209242,0,18.281,0,0.62014,6.04197,0,2.001582,24.24,659.34,20.402,2.4948,23.5229,13.266
8.8800412,0,18.281,0,0.58984,5.50935,71.306,2.042865,24.24,659.34,20.402,3.6135,17.3316,11.583
16.018903,0,18.281,0,0.68579,5.83704,96.354,1.890504,24.24,659.34,20.402,7.6032,24.6339,8.217
0,0,18.281,0,0.58984,5.77863,60.297,1.977624,24.24,659.34,20.402,24.4035,15.8469,10.098
38.038519,0,18.281,0,0.68579,6.13998,79.487,1.844271,24.24,659.34,20.402,18.6318,14.6652,10.791
7.4407811,0,18.281,0,0.68579,6.13107,78.881,1.916244,24.24,659.34,20.402,95.7627,21.7352,10.89
9.4322789,0,18.281,0,0.68579,6.3162,0,1.948518,24.24,659.34,20.402,60.1128,24.3208,9.405
0,0,18.281,0,0.58984,6.28452,86.961,2.032173,24.24,659.34,20.402,82.6155,17.8164,14.355
10.162923,0,18.281,0,0.58984,6.76467,95.243,2.067318,24.24,659.34,20.402,80.5167,19.8869,13.959
6.5084905,0,18.281,0,0.58984,6.36075,75.548,2.178396,24.24,659.34,20.402,96.9705,12.1503,15.939
5.6368807,0,18.281,0,0.72013,6.37164,88.779,2.292642,24.24,659.34,20.402,99.1881,16.3822,14.157
14.052534,0,18.281,0,0.72013,6.14592,95.95,2.199978,24.24,659.34,20.402,99.6237,15.3217,11.583
11.272004,0,18.281,0,0.7474,6.56271,95.546,2.103453,24.24,659.34,20.402,108.7515,23.5027,13.266
14.565008,0,18.281,0,0.7474,6.39639,94.233,1.982574,24.24,659.34,20.402,27.2151,18.2305,9.504
15.328972,0,18.281,0,0.7474,6.09048,101,1.895058,24.24,659.34,20.402,9.2268,26.7145,8.613
13.814881,0,18.281,0,0.7474,5.87565,88.779,1.802394,24.24,659.34,20.402,68.2605,34.3602,8.316
9.4845363,0,18.281,0,0.7474,5.57073,94.839,1.799028,24.24,659.34,20.402,392.931,23.1088,12.672
22.271611,0,18.281,0,0.7474,5.75982,93.324,1.847538,24.24,659.34,20.402,387.5355,0,10.395
9.8214218,0,18.281,0,0.7474,6.34194,98.172,2.044449,24.24,659.34,20.402,382.1004,0,16.929
5.7230337,0,18.281,0,0.7474,6.15681,101,1.984752,24.24,659.34,20.402,391.7331,16.7559,18.216
10.0662054,0,18.281,0,0.7474,6.42015,101,1.958616,24.24,659.34,20.402,382.8627,19.0385,15.246
12.930323,0,18.281,0,0.7474,5.79546,97.566,1.876644,24.24,659.34,20.402,238.1148,24.0279,10.692
10.778518,0,18.281,0,0.7474,6.39441,95.748,1.968021,24.24,659.34,20.402,42.6294,24.2198,11.682
6.3509507,0,18.281,0,0.7474,6.27759,97.364,2.05128,24.24,659.34,20.402,314.8299,17.9679,14.751
10.0240985,0,18.281,0,0.7474,6.18849,97.566,2.17602,24.24,659.34,20.402,384.6348,16.6044,12.474
9.4223809,0,18.281,0,0.72013,6.12315,99.687,2.238984,24.24,659.34,20.402,392.931,18.3113,13.959
7.6012701,0,18.281,0,0.72013,6.35283,99.283,2.16315,24.24,659.34,20.402,301.1679,19.5031,12.87
6.7848972,0,18.281,0,0.72013,6.68151,93.526,2.300364,24.24,659.34,20.402,0.3168,17.6144,13.266
5.4955514,0,18.281,0,0.72013,6.58845,0,2.331648,24.24,659.34,20.402,351.7371,17.9073,15.048
5.1410717,0,18.281,0,0.72013,6.23403,92.718,2.344518,24.24,659.34,20.402,381.2391,17.4427,15.939
8.3305709,0,0,0,0.72013,7.31907,100.293,2.428173,24.24,659.34,20.402,372.1113,16.9074,17.622
9.6087663,0,18.281,0,0.72013,6.66072,95.041,2.471139,24.24,659.34,20.402,6.6132,18.8971,14.751
4.7998937,0,18.281,0,0.72013,6.45975,87.365,2.411442,24.24,659.34,20.402,50.4108,18.3113,13.959
4.7155183,0,18.281,0,0.72013,5.91624,88.779,2.554794,24.24,659.34,20.402,10.3752,19.2001,12.573
8.2825858,0,18.281,0,0.72013,5.87664,81.103,2.751408,24.24,659.34,20.402,3.465,17.1094,13.365
7.8297523,0,0,0,0.72013,6.23799,84.537,2.755269,24.24,659.34,20.402,269.4879,16.3923,14.751
6.8691817,0,18.281,0,0.72013,6.02019,85.244,2.690325,24.24,659.34,20.402,392.931,14.847,19.8
0,0,18.281,0,0.72013,6.63399,90.9,2.571525,24.24,659.34,20.402,252.6777,16.5842,16.236
3.7300411,0,18.281,0,0.72013,6.31224,89.284,2.541429,24.24,659.34,20.402,387.5157,14.7965,17.523
6.7214692,0,18.281,0,0.72013,6.25383,83.83,2.707056,24.24,659.34,20.402,392.931,14.1299,19.305
5.8793615,0,18.281,0,0.72013,6.44787,90.799,2.773584,24.24,659.34,20.402,389.8818,10.3929,19.998
7.9177132,0,18.281,0,0.66155,6.14691,66.054,2.933766,24.24,659.34,20.402,392.931,13.3522,21.186
0,0,18.281,0,0.66155,5.70141,48.682,3.035835,24.24,659.34,20.402,331.056,14.2713,19.701
3.8127298,0,0,0,0.66155,5.89248,85.547,2.842785,24.24,659.34,20.402,21.7899,17.3215,18.81
4.4665028,0,18.281,0,0.58984,5.94297,95.445,2.514897,24.24,659.34,20.402,327.9771,21.5332,18.909
15.731457,0,18.281,0,0.5858,5.86674,71.71,2.879316,24.24,659.34,20.402,365.0526,18.3113,18.909
13.205851,0,18.281,0,0.5858,5.65587,57.267,2.795463,24.24,659.34,20.402,392.931,14.9076,19.899
4.3922779,0,18.281,0,0.5858,6.10533,84.84,3.003066,24.24,659.34,20.402,392.931,16.4529,19.701
4.0787941,0,18.281,0,0.53732,6.16671,91.607,3.068307,24.24,659.34,20.402,391.3767,12.9987,19.404
3.6043668,0,18.281,0,0.5858,6.37263,75.75,2.867535,24.24,659.34,20.402,389.4363,14.5036,22.968
4.6933589,0,18.281,0,0.62014,6.9102,68.276,2.507571,24.24,659.34,20.402,370.9332,0,29.502
8.1363479,0,18.281,0,0.58984,5.37273,96.354,2.405502,24.24,659.34,20.402,349.0542,18.3214,13.662
6.4570512,0,18.281,0,0.58984,6.10038,98.374,2.18394,24.24,659.34,20.402,299.7324,24.341,13.167
4.9201241,0,18.281,0,0.62014,6.41916,94.536,2.282247,24.24,659.34,20.402,392.2479,18.8668,16.533
15.173634,0,18.281,0,0.62014,5.25096,98.273,2.079693,24.24,659.34,20.402,345.9852,25.1591,11.88
10.33533,0,18.281,0,0.62014,6.12315,97.667,2.148795,24.24,659.34,20.402,375.903,18.2103,14.454
14.477037,0,18.281,0,0.62014,6.16671,88.88,1.931688,24.24,659.34,20.402,379.4868,13.2411,21.186
5.8822501,0,18.281,0,0.53732,6.17958,65.347,3.389958,24.24,659.34,20.402,392.931,10.8474,22.77
5.7652618,0,18.281,0,0.53732,6.6825,75.649,3.298383,24.24,659.34,20.402,389.1393,7.8174,23.463
5.7884716,0,18.281,0,0.53732,6.99039,77.77,3.376494,24.24,659.34,20.402,391.3272,7.0801,24.75
2.8465638,0,18.281,0,0.53732,5.70438,40.703,4.057317,24.24,659.34,20.402,388.9908,10.5242,21.582
2.4023557,0,18.281,0,0.58883,5.81229,42.319,3.68676,24.24,659.34,20.402,367.0227,13.4734,20.394
3.7104067,0,18.281,0,0.58883,6.24888,52.419,3.951783,24.24,659.34,20.402,384.7338,10.6858,20.988
5.7486675,0,18.281,0,0.58883,6.05286,80.598,3.510441,24.24,659.34,20.402,388.7532,15.1298,18.909
4.8840267,0,18.281,0,0.58883,5.84595,53.732,3.120777,24.24,659.34,20.402,384.3378,11.5645,20.394
0.1523686,0,28.0174,0,0.61509,5.39946,93.627,1.802691,4.04,703.89,20.301,391.1391,18.2406,15.048
0.1852037,0,28.0174,0,0.61509,5.35986,99.283,1.737846,4.04,703.89,20.301,340.6095,24.2097,6.93
0.2095346,0,28.0174,0,0.61509,5.04207,98.98,1.804374,4.04,703.89,20.301,315.2457,29.9768,8.019
0.1067974,0,28.0174,0,0.61509,5.92317,99.788,1.849419,4.04,703.89,20.301,386.2089,18.2507,13.464
0.1124332,0,28.0174,0,0.61509,5.92317,84.335,2.088801,4.04,703.89,20.301,392.931,13.4835,19.899
0.1750431,0,9.7869,0,0.59085,5.64993,54.54,2.357883,6.06,387.09,19.392,392.931,12.1301,21.582
0.2823657,0,9.7869,0,0.59085,5.86674,43.026,2.357883,6.06,387.09,19.392,392.931,13.7259,24.255
0.1807799,0,9.7869,0,0.59085,5.6133,29.088,2.770614,6.06,387.09,19.392,389.3571,17.776,22.869
0.292496,0,9.7869,0,0.59085,5.3361,73.629,2.770614,6.06,387.09,19.392,392.931,21.3514,19.503
0.2710638,0,9.7869,0,0.59085,5.73606,71.306,2.863773,6.06,387.09,19.392,392.931,14.241,18.117
0.2415112,0,9.7869,0,0.59085,5.95881,65.953,2.385009,6.06,387.09,19.392,392.931,13.0492,20.988
0.1796083,0,9.7869,0,0.59085,5.51331,74.235,2.375901,6.06,387.09,19.392,391.8123,15.251,17.325
0.2266238,0,9.7869,0,0.59085,5.96673,80.497,2.473218,6.06,387.09,19.392,392.931,14.4733,16.632
0.0632563,0,12.0493,0,0.57873,6.52707,69.791,2.453814,1.01,270.27,21.21,388.0701,0,22.176
0.0457227,0,12.0493,0,0.57873,6.0588,77.467,2.264625,1.01,270.27,21.21,392.931,9.1708,20.394
0.0613676,0,12.0493,0,0.57873,6.90624,91.91,2.145825,1.01,270.27,21.21,392.931,5.6964,23.661
0.1106859,0,12.0493,0,0.57873,6.72606,90.193,2.365011,1.01,270.27,21.21,389.5155,6.5448,21.78
0.0478841,0,12.0493,0,0.57873,5.9697,0,2.47995,1.01,270.27,21.21,392.931,7.9588,11.781
0.006319368,18.1764,2.309769,0,0.5379462,6.639435,65.19348,4.130082,0.9999,298.9008,15.29847,400.78962,4.979502,24.2352
0.027307269,0,7.069293,0,0.4689531,6.4839258,78.89211,5.01577758,1.9998,244.3716,17.79822,400.78962,9.139086,21.81168
0.027287271,0,7.069293,0,0.4689531,7.255413,61.09389,5.01577758,1.9998,244.3716,17.79822,396.679734,4.029597,35.04006
0.032366763,0,2.179782,0,0.4579542,7.0665804,45.79542,6.12160956,2.9997,224.1756,18.69813,398.497374,2.939706,33.72732
0.069043095,0,2.179782,0,0.4579542,7.2170406,54.19458,6.12160956,2.9997,224.1756,18.69813,400.78962,0,36.55476
0.029847015,0,2.179782,0,0.4579542,6.493014,58.69413,6.12160956,2.9997,224.1756,18.69813,397.982376,5.209479,28.98126
0.088281171,12.6225,7.869213,0,0.5239476,6.0709176,66.59334,5.6149929,4.9995,314.0478,15.19848,399.47688,12.428757,23.12442
0.144535545,12.6225,7.869213,0,0.5239476,6.2324856,96.09039,6.0088149,4.9995,314.0478,15.19848,400.78962,19.148085,27.36558
0.211218876,12.6225,7.869213,0,0.5239476,5.6861838,99.99,6.14170458,4.9995,314.0478,15.19848,390.418974,29.927007,16.6617
0.170022996,12.6225,7.869213,0,0.5239476,6.0628392,85.89141,6.65670258,4.9995,314.0478,15.19848,390.499758,17.09829,19.08522
0.224867511,12.6225,7.869213,0,0.5239476,6.4394946,94.29057,6.40889766,4.9995,314.0478,15.19848,396.366696,20.447955,15.147
0.117458253,12.6225,7.869213,0,0.5239476,6.0678882,82.89171,6.28772166,4.9995,314.0478,15.19848,400.78962,13.268673,19.08522
0.093770622,12.6225,7.869213,0,0.5239476,5.9467122,38.9961,5.50431882,4.9995,314.0478,15.19848,394.3269,15.708429,21.91266
0.629697024,0,8.139186,0,0.5379462,6.0073002,61.79382,4.7536335,3.9996,310.0086,20.9979,400.78962,8.259174,20.59992
0.637896204,0,8.139186,0,0.5379462,6.1557408,84.49155,4.50562662,3.9996,310.0086,20.9979,383.744196,10.258974,18.37836
0.627327261,0,8.139186,0,0.5379462,5.8911732,56.49435,4.54268628,3.9996,310.0086,20.9979,399.497076,8.469153,20.09502
